"objectid","rd20full","length_mi","class","xstrt1","xstrt2","district","sapid","iamfloc"
"3280","06TH AV","0.07178135","Class IV (Two-Way)","ASH ST","BEECH ST","3","SS-000218",""
"3281","TWIN TRAILS DR","0.19430853","Class II","STIMSON CT","TWIN TRAILS CT","5","SS-027011",""
"3282","PACIFIC HY","0.34263477","Class II","SASSAFRAS ST","PACIFIC HY SB ON RA","2","SS-020913","SS-020913"
"3283","JUDICIAL DR","0.35124978","Class II","GOLDEN HAVEN DR","EXECUTIVE DR","6","SS-031453","SS-031453"
"3284","CASS ST","0.06674330","Class II","FELSPAR ST","EMERALD ST","1","SS-006625",""
"3285","WEST POINT LOMA BL","0.04530684","Class II","LOTUS ST","VOLTAIRE ST","2","SS-028512",""
"3286","GEORGIA ST","0.12860977","Class III","POLK AV","HOWARD AV","3","SS-012059","SS-012059"
"3287","LANDIS ST","0.02961515","Class III","LANDIS ST","LANDIS ST","3","SS-000572","SS-000572"
"3288","VIA DE LA VALLE","0.85630503","Class II","SAN ANDRES DR","VIA DEL CANON","1","SS-027686","SS-027686"
"3289","MIRA MESA BL","0.02473174","Class III","I-805 SB ON RA","I-805 NB OFF RA","1","SS-018390","SS-018390"
"3290","CARDENO DR","0.13674388","Class III","CAMTO ACENTO","ALTA LA JOLLA DR","1","SS-006265","SS-006265"
"3291","BACON ST","0.07054310","Class III","CAPE MAY AV","BRIGHTON AV","2","SS-003342",""
"3292","CARDENO DR","0.16033068","Class III","CALLE VAQUERO","CAMTO ACENTO","1","SS-006262","SS-006262"
"3293","AMHERST ST","0.01912975","Class III","68TH ST","68TH ST","9","SS-002374","SS-002374"
"3294","CHATSWORTH BL","0.05848841","Class III","MILAN ST","NARRAGANSETT AV","2","SS-007027",""
"3295","TALBOT ST","0.10514524","Class III","AKRON ST","MARTINEZ ST","2","SS-026112","SS-026112"
"3296","CHATSWORTH BL","0.02047808","Class III","NIMITZ BL","QUIMBY ST","2","SS-007021",""
"3297","ROSECRANS ST","0.06423269","Class II","MALAGA ST","MADRID ST","2","SS-023540",""
"3298","SEMILLON BL","0.08735396","Class II","CHARBONO ST","RIESLING DR","5","SS-024740","SS-024740"
"3299","CARMEL MTN RD","0.22441555","Class II","TWIN TRAILS DR","SUNDANCE AV","5","SS-006420","SS-006420"
"3300","BROADWAY","0.04896228","Class III","13TH ST","14TH ST","3","SS-004936",""
"3301","OCEAN FRONT WK","0.03714493","Class I","SANTA BARBARA PL","JERSEY CT","2","SS-032019","SS-032019"
"3302","OVERLAND AV","0.15783927","Class II","TECH WY","SPECTRUM CENTER BL","6","SS-030569","SS-030569"
"3303","TECOLOTE RD","0.37721749","Class III","TECOLOTE RD","END","7","No Segment ID","No IAMFLOC ID"
"3304","ISLAND AV","0.04960921","Class III","02ND AV","03RD AV","3","SS-014274",""
"3305","IMPERIAL AV","0.08691001","Class II","VALENCIA PY","GANNET ST","4","SS-014014","SS-014014"
"3306","30TH ST","0.07226971","Class III","G ST","E ST","3","SS-000697",""
"3307","TALBOT ST","0.10927897","Class III","LEROY ST","AKRON ST","2","SS-026113","SS-026113"
"3308","CARMEL VALLEY RD","0.21764913","Class II","VIA MAR VALLE","DEL MAR SCENIC PY","1","SS-006489","SS-006489"
"3309","W UNIVERSITY AV","0.05265187","Class III","DOVE ST","EAGLE ST","3","SS-030046","SS-030046"
"3310","NIMITZ BL","0.06544620","Class II","LOCUST ST","EVERGREEN ST","2","SS-019948",""
"3311","FERN GLEN","0.09374990","Class III","VISTA DEL MAR AV","MONTE VISTA AV","1","SS-011057","SS-011057"
"3312","UPAS ST","0.06252580","Class III","31ST ST","HERMAN AV","3","SS-027264",""
"3313","CARROLL RD","0.17118759","Class III","CARROLL WY","KENAMAR DR","6","SS-006556","SS-006556"
"3314","ISLAND AV","0.16008490","Class III","30TH ST","31ST ST","9","SS-014295","SS-014295"
"3315","EL CAJON BL","0.07329574","Class III","OREGON ST","IDAHO ST","3","",""
"3316","SCOTT ST","0.02439644","Class III","GARRISON ST","N HARBOR DR RA","2","SS-024491",""
"3317","30TH ST","0.07235076","Class IV (One-Way)","CAPPS ST","DWIGHT ST","3","SS-000662",""
"3318","OCEAN BL","0.06844013","Class I","REED AV","THOMAS AV","1","SS-032059","SS-032059"
"3319","OLD CARMEL VALLEY RD","0.20665612","Class II","GAMAY WY","DEL MAR HEIGHTS RD","1","SS-031692","SS-031692"
"3320","OCEAN VIEW BL","0.05167608","Class III","OLIVEWOOD TR","S 37TH ST","4","SS-020307","SS-020307"
"3321","VESTA ST","0.07414091","Class III","DALBERGIA ST","MAIN ST","8","SS-027538","SS-027538"
"3322","LIGHTWAVE AV","0.23907361","Class II","PARAMOUNT DR","OVERLAND AV","6","SS-030574","SS-030574"
"3323","EBERS ST","0.07242864","Class III","DEL MONTE AV","NARRAGANSETT AV","2","SS-009853","SS-009853"
"3324","CARMEL MTN RD","0.20418844","Class II","FURLONG PL","HARVEST RUN DR","1","SS-030898","SS-030898"
"3325","ORANGE AV","0.06305784","Class III","43RD ST","FAIRMOUNT AV","9","SS-020617","SS-020617"
"3326","KEARNY VILLA RD","0.12800309","Class III","KEARNY VILLA WY","CLAIREMONT MESA BL","6","SS-014980","SS-014980"
"3327","ISLAND AV","0.05341207","Class III","10TH AV","11TH AV","3","SS-014279",""
"3328","22ND ST","0.07215913","Class III","L ST","K ST","8","SS-000487","SS-000487"
"3329","CAM DEL RIO NORTH","0.27215848","Class II","MISSION CITY PY","WARD RD","9","SS-005772","SS-005772"
"3330","SUNSET CLIFFS BL","0.13962077","Class III","MONACO ST","HILL ST","2","SS-025885","SS-025885"
"3331","SUNSET CLIFFS BL","0.06315246","Class II","NIMITZ BL","I-8 WB OFF RA","2","SS-025878",""
"3332","HORNBLEND ST","0.10974031","Class III","JEWELL ST","KENDALL ST","1","SS-013755",""
"3333","PARK BL","0.47923350","Class II","RUSS BL","PRESIDENTS WY","3","SS-021193","SS-021193"
"3334","FLANDERS DR","0.17470289","Class II","MIRA MESA BL","MESA RIM RD","6","SS-011195",""
"3335","NORTH HARBOR DR","0.16293620","Class II","W LAUREL ST","W LAUREL ST","2","SS-020064",""
"3336","VIA ALTA","0.44946652","Class II","CIVITA BL","FRANKLIN RIDGE RD","7","SS-032199",""
"3337","CATALINA BL","0.07098539","Class III","ORCHARD AV","DEL MAR AV","2","SS-006682","SS-006682"
"3338","GLENROY ST","0.06850670","Class III","PRINCESS VIEW DR","BRUNSWICK AV","7","SS-012253","SS-012253"
"3339","MEADE AV","0.06324205","Class II","40TH ST","CENTRAL AV","9","SS-017920",""
"3340","MISSION GORGE RD","0.20298223","Class II","JACKSON DR","ECHO DELL RD","7","SS-018584","SS-018584"
"3341","RANCHO BERNARDO RD","0.06643394","Class II","CITY BOUNDARY","VIA DEL CAMPO","5","SS-022679","SS-022679"
"3342","ISLAND AV","0.05397723","Class III","29TH ST","DODSON ST","8","SS-014291",""
"3343","BARNETT AV","0.05151996","Class II","JESSOP LN","PACIFIC HY SB ON RA","2","SS-003590",""
"3344","LANDIS ST","0.04045744","Class III","LANDIS ST","LANDIS ST","3","SS-000572","SS-000572"
"3345","WEST POINT LOMA BL","0.15809847","Class IV (One-Way)","LOMA RIVIERA DR","ADRIAN ST","2","SS-028517",""
"3346","GENESEE AV","0.17027992","Class III","CONRAD AV","APPLETON ST","2","SS-012005","SS-012005"
"3347","BERNARDO HEIGHTS PY","0.22357995","Class II","POMERADO RD","AVNDA VILLAHA","5","SS-004070","SS-004070"
"3348","CAM RUIZ","0.15568182","Class II","CAPRICORN WY","ZAPATA AV","6","SS-005908","SS-005908"
"3349","AMHERST ST","0.08523486","Class III","69TH ST","69TH PL","9","SS-002372","SS-002372"
"3350","PRESIDIO DR","0.06685637","Class III","AMPUDIA ST","ARISTA ST","3","SS-022359",""
"3351","CARMEL MTN RD","0.11521997","Class II","SENDA MAR DE PONDERO","EAST OCEAN AIR DR","1","SS-006434","SS-006434"
"3352","MARKET ST","0.05437224","Class II","41ST ST","MORRISON ST","9","SS-017599","SS-017599"
"3353","SR-56 Bike Path","0.43723967","Class I","BEGIN","I-15","5","SA-002894","SS-035623"
"3354","KETTNER BL","0.06324475","Class III","W ASH ST","W BEECH ST","3","SS-015202",""
"3355","B ST","0.12424372","Class II","26TH ST","27TH ST","3","SS-003305",""
"3356","CAM RUIZ","0.10906451","Class III","ACTIVITY RD","MIRALANI DR","6","SS-005906","SS-005906"
"3357","POMERADO RD","0.14514439","Class II","GRANDEE PL","GREENS EAST RD","5","SS-022187","SS-022187"
"3358","ISLAND AV","0.05227824","Class II","19TH ST","20TH ST","8","SS-014299","SS-014299"
"3359","ADAMS AV","0.07715045","Class III","TEXAS ST","ARIZONA ST","3","SS-001735",""
"3360","SORRENTO VALLEY RD","0.06042301","Class III","CARMEL MTN RD","END","1","SS-032165","SS-032165"
"3361","04TH AV","0.06887115","Class IV (One-Way)","BEECH ST","CEDAR ST","3","SS-000130","SS-000130"
"3362","EL CAJON BL","0.07234871","Class III","ARIZONA ST","HAMILTON ST","3","SS-010001",""
"3363","COAST BL","0.09532773","Class III","OCEAN ST","GIRARD AV","1","SS-007448","SS-007448"
"3364","ROSECRANS ST","0.05152071","Class II","UDALL ST","FARRAGUT RD","2","SS-023556",""
"3365","CAM DEL NORTE","1.06165383","Class II","CARMEL MTN RD","PASEO MONTANOSO","5","SS-005760",""
"3366","APPLETON ST","0.09094241","Class III","OVID PL","DUBOIS DR","2","SS-002566","SS-002566"
"3367","MURRAY RIDGE RD","0.13961224","Class II","IVERSON ST","HAMMOND DR","7","SS-019534","SS-019534"
"3368","BAYSIDE WK","0.24212366","Class I","DOVER CT","END","2","SA-002923","SS-035651"
"3369","SR56 BIKE PATH","1.07403659","Class I","CARMEL MTN RD","BLACK MTN RD","5","SA-002883","SS-035612"
"3370","ACACIA ST","0.05302254","Class III","S 38TH ST","DELTA ST","8","SS-001639","SS-001639"
"3371","OCEAN VIEW BL","0.06231089","Class III","S 37TH ST","MILBRAE ST","9","SS-020311","SS-020311"
"3372","BLACK MTN RD","0.24792982","Class II","MERCY RD","CANYONSIDE PARK DY","5","SS-004366",""
"3373","ROSECRANS ST","0.05167397","Class II","GOLDSMITH ST","HOMER ST","2","SS-023546",""
"3374","TWIN TRAILS DR","0.06092828","Class II","TWIN TRAILS CT","CAYOTE AV","5","SS-027012",""
"3375","EL CAJON BL","0.03767855","Class II","MONTEZUMA RD","67TH ST","9","SS-009964",""
"3376","FANUEL ST","0.06654013","Class III","CHALCEDONY ST","LAW ST","1","SS-010890",""
"3377","ROSECRANS ST","0.09169366","Class II","ROSECRANS PL","MALAGA ST","2","SS-023541",""
"3378","OVIEDO ST","0.03406622","Class III","ELLINGHAM ST","BLACK MTN RD","5","SS-020824","SS-020824"
"3379","MARKET ST","0.04449942","Class III","BOUNDARY ST","QUAIL ST","9","SS-017617",""
"3380","FANUEL ST","0.06686626","Class III","BERYL ST","WILBUR AV","1","SS-010888",""
"3381","CRYSTAL DR","0.07388451","Class III","DIXIE DR","LORING ST","1","SS-008319","SS-008319"
"3382","BERNARDO CENTER DR","0.14302428","Class II","AVNDA ABEJA","CAM DEL NORTE","5","SS-004065","SS-004065"
"3383","CAM SANTA FE","0.42211953","Class II","TRADE ST","END","6","SS-005917",""
"3384","SANTO RD","0.21201381","Class II","REMORA ST","ANTIGUA BL","7","SS-024313",""
"3385","PARK VILLAGE RD","0.09847517","Class II","ARUCAUNA WY","DORMOUSE RD","5","SS-021245",""
"3386","PERSHING DR","1.17156227","Class IV (One-Way)","26TH ST RD","REDWOOD ST","3","SS-021674",""
"3387","FRIARS RD","0.16156285","Class II","MORENA BL","NAPA ST","7","SS-011514","SS-011514"
"3388","RUEDA DR","0.05096952","Class III","VIVARACHO WY","ZORITA CT","7","SS-023759",""
"3389","MISSION BL","0.06172349","Class III","GRAND AV","HORNBLEND ST","1","SS-018504",""
"3390","CAM DE LA REINA","0.35907344","Class III","HOTEL CIRCLE SOUTH","HOTEL CIRCLE NORTH","3","SS-005743","SS-005743"
"3391","KEARNY VILLA RD","0.11475622","Class II","BALBOA AV","CENTURY PARK CT","6","SS-014970","SS-014970"
"3392","CROWN POINT DR","0.07253580","Class II","SEQUOIA ST","CORONA ORIENTE RD","1","SS-008312","SS-008312"
"3393","DEL MAR HEIGHTS RD","0.10412301","Class II","DEL MAR HILLS DR","HIGH BLUFF DR","1","SS-008964","SS-008964"
"3394","KEARNY VILLA RD","0.08225859","Class II","MIRAMAR RD","TIERRA GRANDE ST","6","SS-014962","SS-014962"
"3395","RONSON RD","0.25833449","Class III","CONVOY ST","MERCURY ST","6","SS-023484","SS-023484"
"3396","GENESEE AV","0.13732023","Class II","REGENTS RD","CAMPUS POINT DR","6","SS-012020","SS-012020"
"3397","54TH ST","0.10798259","Class II","54TH PL","ORANGE AV","9","SS-001299","SS-001299"
"3398","POWAY RD","0.33086799","Class II","SABRE SPRINGS PY","CREEKVIEW DR","5","SS-022310",""
"3399","EL CAMINO REAL","0.21382892","Class II","HALF MILE DR","DERBY DOWNS RD","1","SS-010057","SS-010057"
"3400","FORT STOCKTON DR","0.04953667","Class III","GOLDFINCH ST","HAWK ST","3","SS-011349","SS-011349"
"3401","POMERADO RD","0.13731505","Class II","BODEGA RD","PASEO DEL VERANO NOR","5","SS-022186","SS-022186"
"3402","CROWN POINT DR","0.16900674","Class II","LA CIMA DR","CORONA ORIENTE RD","1","SS-008309","SS-008309"
"3403","BALBOA AV","0.34398648","Class II","GENESEE AV","MT ABERNATHY AV","2","SS-003400","SS-003400"
"3404","NAUTILUS ST","0.04661663","Class II","ARANDA AV","AVNDA MIROLA","1","SS-019712","SS-019712"
"3405","54TH ST","0.10798259","Class II","54TH PL","ORANGE AV","9","SS-001299","SS-001299"
"3406","DEL MAR HEIGHTS RD","0.06696629","Class II","DURANGO DR","RECUERDO DR","1","SS-008969","SS-008969"
"3407","ADAMS AV","0.07857553","Class III","TEXAS ST","ARIZONA ST","3","SS-001735",""
"3408","COLE ST","0.04872095","Class III","FOND DU LAC AV","CONRAD AV","2","SS-007510","SS-007510"
"3409","CRYSTAL DR","0.07793200","Class III","DIXIE DR","LORING ST","1","SS-008319","SS-008319"
"3410","CARMEL MTN RD","0.05613835","Class II","CALDERON RD","ENTREKEN WY","5","SS-006423","SS-006423"
"3411","SCRIPPS POWAY PY","0.36339566","Class II","ANGELIQUE ST","CITY BOUNDARY","5","SS-024539",""
"3412","ISLAND AV","0.04980255","Class III","06TH AV","07TH AV","3","SS-014278",""
"3413","PARK BL","0.08847090","Class III","PENNSYLVANIA AV","INDIANA ST","3","SS-021190",""
"3414","STONEBRIDGE PY","0.20502910","Class II","ROSE GARDEN CT","FORTINO PT","6","SS-031412",""
"3415","ULRIC ST","0.08084830","Class II","DAVID ST","TAIT ST","7","SS-027069",""
"3416","TROJAN AV","0.05146637","Class III","EAST OVERLOOK DR","ATHENS ST","9","SS-026857","SS-026857"
"3417","MERCY RD","0.09450155","Class II","ALEMANIA RD","SCRIPPS POWAY PY","6","SS-018116",""
"3418","GOLD COAST DR","0.04796190","Class III","GOLD COAST PL","GREENFORD DR","6","SS-012307",""
"3419","FERN ST","0.07025429","Class III","ELM ST","FIR ST","3","SS-011063",""
"3420","DAMON AV","0.04606064","Class III","BEGIN","SANTA FE ST","2","SS-008649","SS-008649"
"3421","SAN DIEGO AV","0.08771459","Class II","CALIFORNIA ST","NOELL ST","3","SS-024023","SS-024023"
"3422","ORANGE AV","0.02576037","Class III","CHEROKEE AV","CHEROKEE AV","9","SS-020589","SS-020589"
"3423","SORRENTO VALLEY BL","0.08304834","Class II","PACIFIC HAVEN CT","SEAPOINT WY","6","SS-025245",""
"3424","CAM DEL NORTE","0.41554138","Class II","BERNARDO CENTER DR","CITY BOUNDARY","5","SS-005756","SS-005756"
"3425","ULRIC ST","0.13624891","Class II","TAIT ST","COMSTOCK ST","7","SS-027068",""
"3426","ORANGE AV","0.06042380","Class III","VAN DYKE AV","43RD ST","9","SS-020616","SS-020616"
"3427","EBERS ST","0.07245875","Class III","NEWPORT AV","SANTA MONICA AV","2","SS-009850","SS-009850"
"3428","MESA COLLEGE DR","0.03960697","Class II","BERGER AV","BERGER AV","7","SS-018161","SS-018161"
"3429","BLACK MTN RD","0.08144728","Class II","GEMINI AV","GALVIN AV","6","SS-004352","SS-004352"
"3430","30TH ST","0.06775687","Class III","J ST","ISLAND AV","8","SS-000687",""
"3431","LITTLE MCGONIGLE RAN RD","0.27492421","Class II","DEL MAR MESA RD","CARMEL MTN RD","1","SS-031663",""
"3432","FATHER JUNIPERO SERR TL","2.25162963","Class I","MISSION GORGE RD","MISSION GORGE RD","7","No Segment ID","No IAMFLOC ID"
"3433","SKYLINE DR","0.14933686","Class III","TUTHER WY","BUCCANEER DR","4","SS-025083","SS-025083"
"3434","SPORTS ARENA BL","0.03499304","Class II","MIDWAY DR","ROSECRANS (FTG) ST","2","SS-023536",""
"3435","COWLES MTN BL","0.16641621","Class II","ACUFF DR","SUNTREE PL","7","SS-008130","SS-008130"
"3436","EL CAMINO REAL","0.48792100","Class III","SAN DIEGUITO RD","VIA DE LA VALLE","1","SS-010064","SS-010064"
"3437","COLLEGE AV","0.07279848","Class II","MERIDIAN AV","BILLMAN ST","9","SS-007575",""
"3438","CARMEL VALLEY RD","0.19494147","Class II","ZINNIA HILLS PL","LOPELIA MEADOWS PL","1","SS-032216","SS-032216"
"3439","TORREY PINES RD","0.11511861","Class II","TORREY PINES (FTG) RD","LITTLE ST","1","SS-026673",""
"3440","EASTGATE ML","0.17435322","Class II","GENESEE AV","EASTER WY","6","SS-009807","SS-009807"
"3441","HORNBLEND ST","0.10863635","Class III","GRESHAM ST","HAINES ST","1","SS-013758",""
"3442","PRESIDIO DR","0.05943296","Class III","JACKSON ST","TAYLOR ST","2","SS-022362","SS-022362"
"3443","CLEVELAND AV","0.09420164","Class II","WASHINGTON ST","TYLER AV","3","SS-007378",""
"3444","GIRARD AV","0.22753967","Class III","GENTER ST","PEARL ST","1","SS-012161",""
"3445","SR15 COMMUTER BIKEWAY","1.00201665","Class I","ADAMS AV","CAM DEL RIO SOUTH","9","No Segment ID",""
"3446","BEAUMONT AV","0.19615130","Class III","CAM DE LA COSTA","LA CANADA","1","SS-003827","SS-003827"
"3447","OCEAN VIEW BL","0.12110854","Class III","S 28TH ST","S 29TH ST","8","SS-020301","SS-020301"
"3448","LINDA VISTA RD","0.16031012","Class II","BALTIC ST","STALMER ST","2","SS-016487","SS-016487"
"3449","CARMEL MTN RD","0.15701301","Class II","AMBERGLADES LN","PLUMCREST LN","1","SS-030605","SS-030605"
"3450","CARDENO DR","0.08625420","Class III","VIA CABRERA","LA JOLLA SCENIC S DR","1","SS-006252",""
"3451","CHATSWORTH BL","0.09042381","Class II","DEL MAR AV","CORONADO AV","2","SS-007035",""
"3452","MARKET ST","0.06144743","Class II","40TH ST","RAVEN ST","9","SS-017618","SS-017618"
"3453","MEADE AV","0.07176053","Class II","LOUISIANA ST","TEXAS ST","3","SS-017899",""
"3454","TWIN TRAILS DR","0.05961830","Class II","TWIN TRAILS CT","CAYOTE AV","5","SS-027012",""
"3455","COWLES MTN BL","0.27004263","Class II","TOMMY DR","WHELAN DR","7","SS-008135","SS-008135"
"3456","FRIARS RD","0.21855025","Class II","RIO BONITO WY","RIVER RUN DR","7","SS-011507","SS-011507"
"3457","PRESIDIO DR","0.41869913","Class III","COSOY WY","PRESIDIO DR","2","No Segment ID","No IAMFLOC ID"
"3458","GENESEE AV","0.27599515","Class II","APPLETON ST","APRIL CT","6","SS-012023","SS-012023"
"3459","MORENA BL","0.08549319","Class II","BUENOS AV","DORCAS ST","7","SS-019053","SS-019053"
"3460","TECH WY","0.16254848","Class II","PARAMOUNT DR","OVERLAND AV","6","SS-030577","SS-030577"
"3461","BLACK MTN RD","0.14906015","Class II","MIRA MESA BL","GEMINI AV","6","SS-004353",""
"3462","COSOY WY","0.06185831","Class III","ALTAMIRANO WY","COSOY WY","2","SS-022356",""
"3463","HOWARD AV","0.07312846","Class III","LOUISIANA ST","TEXAS ST","3","SS-013813","SS-013813"
"3464","UPAS ST","0.06247994","Class III","31ST ST","HERMAN AV","3","SS-027264",""
"3465","MURRAY RIDGE RD","0.08506936","Class II","MACAWA AV","SEDERSTROM WY","7","SS-019535","SS-019535"
"3466","SPRING CANYON RD","0.37667744","Class II","SCRIPPS CREEK DR","LARMIER CR","5","SS-025398","SS-025398"
"3467","ATHENA CR","0.07389805","Class II","MEDICAL CENTER DR","HEALTH SCIENCES DR","6","No Segment ID","No IAMFLOC ID"
"3468","LA JOLLA BL","0.04163600","Class II","RUSHVILLE ST","ARENAS ST","1","SS-015493",""
"3469","NORTH TORREY PINES RD","0.12302252","Class II","TORREY PINES SCENIC DR","GENESEE AV","1","SS-020130",""
"3470","DANA LANDING RD","0.49646583","Class III","BEGIN","INGRAHAM ST","2","SS-008651",""
"3471","POWAY RD","0.19490310","Class II","SPRINGHURST DR","CITY BOUNDARY","5","SS-022313",""
"3472","MADISON AV","0.06676784","Class II","DELAWARE ST","MARYLAND ST","3","SS-017134",""
"3473","EL CAJON BL","0.06836473","Class III","KANSAS ST","30TH ST","3","SS-010007",""
"3474","FANUEL ST","0.06244886","Class III","HORNBLEND ST","GARNET AV","1","SS-010896","SS-010896"
"3475","VOLTAIRE ST","0.10337052","Class III","SAN CLEMENTE ST","CATALINA BL","2","SS-028137",""
"3476","CAM RUIZ","0.12140173","Class II","CALLE MORELOS","CAPRICORN WY","6","SS-005896","SS-005896"
"3477","CAM DE LA COSTA","0.17271117","Class III","VIA DEL NORTE","WINAMAR AV","1","SS-005710","SS-005710"
"3478","MISSION GORGE RD","0.11884687","Class II","EL BANQUERO PL","GOLFCREST DR","7","SS-018582","SS-018582"
"3479","TORREY SANTA FE RD","0.13081528","Class II","LATIGO CANYON PL","TORREY MEADOWS DR","5","SS-031158",""
"3480","RIO SAN DIEGO DR","0.25034839","Class II","CAM DEL ESTE","QUALCOMM WY","3","SS-023245","SS-023245"
"3481","MARYLAND ST","0.05619897","Class II","TYLER AV","MARYLAND PL","3","SS-017721","SS-017721"
"3482","GILMAN DR","0.36044518","Class II","VILLA LA JOLLA DR","CAMTO VIVA","1","SS-012133","SS-012133"
"3483","MERCY RD","0.50227926","Class II","BLACK MTN RD","CHABOLA RD","6","SS-018114",""
"3484","FANUEL ST","0.06648854","Class III","CHALCEDONY ST","LAW ST","1","SS-010890",""
"3485","TROJAN AV","0.00643938","Class III","56TH ST","56TH ST","9","SS-026861",""
"3486","CARROLL CANYON RD","0.28207867","Class II","MAYA LINDA RD","BUSINESSPARK AV","6","SS-006540","SS-006540"
